timestamp,currency,impact,event,actual,forecast,previous
2011-10-12 18:50:00,JPY,Low Impact Expected,Bank Lending y/y,-0.3%,,-0.5%
2011-10-12 19:30:00,AUD,High Impact Expected,Employment Change,20.4K,10.1K,-10.5K
2011-10-12 19:30:00,AUD,High Impact Expected,Unemployment Rate,5.2%,5.3%,5.3%
2011-10-12 21:00:00,CNY,High Impact Expected,USD-Denominated Trade Balance,14.5B,17.1B,17.8B
2011-10-12 22:45:00,JPY,Low Impact Expected,30-y Bond Auction,1.94|3.3,,2.01|3.6
2011-10-13 01:00:00,EUR,Low Impact Expected,German Final CPI m/m,0.1%,0.1%,0.1%
2011-10-13 02:15:00,CHF,Medium Impact Expected,PPI m/m,-0.1%,0.2%,-1.2%
2011-10-13 03:00:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
2011-10-13 03:30:00,GBP,Medium Impact Expected,Goods Trade Balance,-7.8B,-8.8B,-8.2B
2011-10-13 07:30:00,CAD,High Impact Expected,Trade Balance,-0.6B,-0.9B,-0.5B
2011-10-13 07:30:00,USD,High Impact Expected,Trade Balance,-45.6B,-46.0B,-45.6B
2011-10-13 07:30:00,USD,High Impact Expected,Unemployment Claims,404K,406K,405K
2011-10-13 09:30:00,USD,Low Impact Expected,Natural Gas Storage,112B,103B,97B
2011-10-13 10:00:00,USD,Medium Impact Expected,Crude Oil Inventories,1.3M,0.4M,-4.7M
2011-10-13 12:00:00,USD,Low Impact Expected,30-y Bond Auction,3.12|2.9,,3.31|2.9
2011-10-13 18:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,2.7%,2.7%,2.7%
2011-10-13 18:50:00,JPY,Low Impact Expected,PPI y/y,2.5%,2.5%,2.6%
2011-10-13 20:32:00,CNY,High Impact Expected,CPI y/y,6.1%,6.1%,6.2%
2011-10-13 20:32:00,CNY,Medium Impact Expected,PPI y/y,6.5%,7.0%,7.3%
2011-10-14 02:05:00,CNY,Medium Impact Expected,New Loans,470B,551B,549B
2011-10-14 02:05:00,CNY,Low Impact Expected,M2 Money Supply y/y,13.0%,14.1%,13.5%
2011-10-14 03:00:00,EUR,Low Impact Expected,Italian Trade Balance,-3.15B,0.74B,1.44B
2011-10-14 00:00:00,All,Medium Impact Expected,G20 Meetings,,,
2011-10-14 04:00:00,EUR,Medium Impact Expected,Final CPI y/y,3.0%,3.0%,3.0%
2011-10-14 04:00:00,EUR,Medium Impact Expected,Final Core CPI y/y,1.6%,1.5%,1.2%
2011-10-14 04:00:00,EUR,Low Impact Expected,Trade Balance,-1.0B,-1.1B,-3.7B
2011-10-14 07:30:00,CAD,Medium Impact Expected,Manufacturing Sales m/m,1.4%,0.5%,3.0%
2011-10-14 07:30:00,USD,High Impact Expected,Core Retail Sales m/m,0.6%,0.2%,0.5%
2011-10-14 07:30:00,USD,High Impact Expected,Retail Sales m/m,1.1%,0.5%,0.3%
2011-10-14 07:30:00,USD,Medium Impact Expected,Import Prices m/m,0.3%,-0.3%,-0.2%
2011-10-14 08:55:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,57.5,60.2,59.4
2011-10-14 08:55:00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,3.2%,,3.3%
2011-10-14 09:00:00,USD,Medium Impact Expected,Business Inventories m/m,0.5%,0.4%,0.5%
2011-10-14 12:53:00,USD,Medium Impact Expected,Federal Budget Balance,-64.6B,-65.0B,-134.1B
2011-10-15 00:00:00,All,Medium Impact Expected,G20 Meetings,,,
2011-10-16 18:01:00,GBP,Medium Impact Expected,Rightmove HPI m/m,2.8%,,0.7%
2011-10-16 19:30:00,AUD,Medium Impact Expected,New Motor Vehicle Sales m/m,-1.5%,,3.4%
2011-10-16 23:30:00,JPY,Low Impact Expected,Revised Industrial Production m/m,0.6%,0.8%,0.8%
2011-10-17 05:00:00,EUR,Low Impact Expected,German Buba Monthly Report,,,
2011-10-17 07:30:00,CAD,Medium Impact Expected,Foreign Securities Purchases,7.92B,9.23B,12.13B
2011-10-17 07:30:00,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,-0.4%,2.3%,-6.2%
2011-10-17 07:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,-8.5,-3.9,-8.8
2011-10-17 08:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,77.4%,77.5%,77.3%
2011-10-17 08:15:00,USD,Medium Impact Expected,Industrial Production m/m,0.2%,0.2%,0.0%
2011-10-17 09:30:00,CAD,High Impact Expected,BOC Business Outlook Survey,,,
2011-10-17 18:00:00,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
2011-10-17 19:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
2011-10-17 21:00:00,CNY,High Impact Expected,GDP q/y,9.1%,9.3%,9.5%
2011-10-17 21:00:00,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,24.9%,24.9%,25.0%
2011-10-17 21:00:00,CNY,Medium Impact Expected,Industrial Production y/y,13.8%,13.5%,13.5%
2011-10-17 21:00:00,CNY,Medium Impact Expected,NBS Press Conference,,,
2011-10-17 21:00:00,CNY,Low Impact Expected,Retail Sales y/y,17.7%,17.1%,17.0%
2011-10-18 03:30:00,GBP,High Impact Expected,CPI y/y,5.2%,4.9%,4.5%
2011-10-18 03:30:00,GBP,Medium Impact Expected,RPI y/y,5.6%,5.4%,5.2%
2011-10-18 03:30:00,GBP,Low Impact Expected,Core CPI y/y,3.3%,3.2%,3.1%
2011-10-18 04:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,-48.3,-44.8,-43.3
2011-10-18 04:00:00,EUR,Medium Impact Expected,ZEW Economic Sentiment,-51.2,-45.1,-44.6
2011-10-18 07:30:00,USD,High Impact Expected,PPI m/m,0.8%,0.2%,0.0%
2011-10-18 07:30:00,USD,Medium Impact Expected,Core PPI m/m,0.2%,0.1%,0.1%
2011-10-18 08:00:00,USD,High Impact Expected,TIC Long-Term Purchases,57.9B,27.8B,9.1B
2011-10-18 08:30:00,NZD,Low Impact Expected,GDT Price Index,2.5%,,-1.3%
2011-10-18 09:00:00,USD,Low Impact Expected,NAHB Housing Market Index,18,15,14
2011-10-18 12:15:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
2011-10-18 12:30:00,GBP,High Impact Expected,BOE Gov King Speaks,,,
2011-10-18 17:25:00,AUD,Medium Impact Expected,RBA Assist Gov Debelle Speaks,,,
2011-10-18 18:30:00,AUD,Medium Impact Expected,MI Leading Index m/m,0.8%,,0.6%
2011-10-18 20:48:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,16.6%,,17.7%
2011-10-18 21:00:00,CNY,Low Impact Expected,CB Leading Index m/m,0.5%,,0.6%
2011-10-18 23:30:00,JPY,Low Impact Expected,All Industries Activity m/m,-0.5%,-0.2%,0.4%
2011-10-19 03:00:00,EUR,Medium Impact Expected,Current Account,-5.0B,-7.3B,-6.8B
2011-10-19 03:30:00,GBP,High Impact Expected,MPC Asset Purchase Facility Votes,9-0-0,9-0-0,1-0-8
2011-10-19 03:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
2011-10-19 04:10:00,EUR,Medium Impact Expected,German 10-y Bond Auction,2.09|1.1,,1.80|1.5
2011-10-19 07:30:00,CAD,Medium Impact Expected,Leading Index m/m,-0.1%,0.2%,0.0%
2011-10-19 07:30:00,USD,High Impact Expected,Building Permits,0.59M,0.61M,0.63M
2011-10-19 07:30:00,USD,High Impact Expected,Core CPI m/m,0.1%,0.2%,0.2%
2011-10-19 07:30:00,USD,Medium Impact Expected,CPI m/m,0.3%,0.3%,0.4%
2011-10-19 07:30:00,USD,Medium Impact Expected,Housing Starts,0.66M,0.59M,0.57M
2011-10-19 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,-4.7M,1.3M,1.3M
2011-10-19 13:00:00,USD,Medium Impact Expected,Beige Book,,,
2011-10-19 17:30:00,AUD,Medium Impact Expected,RBA Assist Gov Edey Speaks,,,
2011-10-19 19:30:00,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,-4,,5
2011-10-20 01:00:00,CHF,Medium Impact Expected,Trade Balance,1.85B,1.37B,0.76B
2011-10-20 01:00:00,EUR,Medium Impact Expected,German PPI m/m,0.3%,0.2%,-0.3%
2011-10-20 01:35:00,JPY,Medium Impact Expected,BOJ Gov Shirakawa Speaks,,,
2011-10-20 03:30:00,GBP,High Impact Expected,Retail Sales m/m,0.6%,0.0%,-0.4%
2011-10-20 03:51:00,EUR,Medium Impact Expected,Spanish 10-y Bond Auction,5.43|1.8,,5.16|2.0
2011-10-20 04:00:00,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,-54.4,,-75.7
2011-10-20 07:30:00,CAD,Medium Impact Expected,Wholesale Sales m/m,0.2%,0.5%,0.9%
2011-10-20 07:30:00,USD,High Impact Expected,Unemployment Claims,403K,401K,409K
2011-10-20 09:00:00,EUR,Low Impact Expected,Consumer Confidence,-20,-20,-19
2011-10-20 09:00:00,USD,High Impact Expected,Existing Home Sales,4.91M,4.94M,5.06M
2011-10-20 09:00:00,USD,High Impact Expected,Philly Fed Manufacturing Index,8.7,-9.0,-17.5
2011-10-20 09:00:00,USD,Low Impact Expected,CB Leading Index m/m,0.2%,0.3%,0.3%
2011-10-20 09:30:00,USD,Low Impact Expected,Natural Gas Storage,103B,111B,112B
2011-10-20 17:00:00,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
2011-10-20 17:04:00,NZD,Low Impact Expected,Visitor Arrivals m/m,18.1%,,4.2%
2011-10-20 18:01:00,GBP,Medium Impact Expected,Nationwide Consumer Confidence,45,50,48
2011-10-20 19:00:00,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
2011-10-20 19:30:00,AUD,Medium Impact Expected,Import Prices q/q,0.0%,0.8%,0.8%
2011-10-20 21:00:00,NZD,Low Impact Expected,Credit Card Spending y/y,5.2%,,4.7%
2011-10-21 02:40:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2011-10-21 03:00:00,EUR,High Impact Expected,German Ifo Business Climate,106.4,106.3,107.4
2011-10-21 03:30:00,GBP,High Impact Expected,Public Sector Net Borrowing,11.4B,12.0B,10.9B
2011-10-21 06:00:00,CAD,High Impact Expected,Core CPI m/m,0.5%,0.2%,0.4%
2011-10-21 06:00:00,CAD,Medium Impact Expected,CPI m/m,0.2%,0.1%,0.3%
2011-10-21 12:00:00,USD,Medium Impact Expected,FOMC Member Kocherlakota Speaks,,,
2011-10-21 12:20:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2011-10-21 14:00:00,USD,Medium Impact Expected,FOMC Member Yellen Speaks,,,
2011-10-22 00:00:00,EUR,Medium Impact Expected,ECOFIN Meetings,,,
2011-10-22 09:00:00,USD,Low Impact Expected,FOMC Member Duke Speaks,,,
2011-10-23 00:00:00,EUR,High Impact Expected,EU Economic Summit,,,
2011-10-23 00:00:00,NZD,Non-Economic,Bank Holiday,,,
2011-10-23 18:50:00,JPY,Medium Impact Expected,Trade Balance,-0.02T,-0.11T,-0.27T
2011-10-23 19:30:00,AUD,High Impact Expected,PPI q/q,0.6%,0.8%,0.8%
2011-10-23 21:30:00,CNY,High Impact Expected,Caixin Flash Manufacturing PMI,51.1,,49.9
2011-10-24 02:00:00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,49.0,48.1,48.2
2011-10-24 02:00:00,EUR,Medium Impact Expected,French Flash Services PMI,46.0,50.6,51.5
2011-10-24 02:30:00,EUR,Medium Impact Expected,German Flash Manufacturing PMI,48.9,50.0,50.3
2011-10-24 02:30:00,EUR,Medium Impact Expected,German Flash Services PMI,52.1,49.8,49.7
2011-10-24 03:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,47.3,48.1,48.5
2011-10-24 03:00:00,EUR,Medium Impact Expected,Flash Services PMI,47.2,48.6,48.8
2011-10-24 03:05:00,GBP,Medium Impact Expected,MPC Member Tucker Speaks,,,
2011-10-24 04:00:00,EUR,Medium Impact Expected,Industrial New Orders m/m,1.9%,0.1%,-1.6%
2011-10-24 07:45:00,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2011-10-24 11:15:00,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
2011-10-24 12:00:00,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2011-10-24 16:45:00,NZD,High Impact Expected,CPI q/q,0.4%,0.7%,1.0%
2011-10-24 18:00:00,AUD,Medium Impact Expected,CB Leading Index m/m,-0.1%,,0.0%
2011-10-24 18:00:00,AUD,Medium Impact Expected,RBA Deputy Gov Battellino Speaks,,,
2011-10-25 01:00:00,CHF,Medium Impact Expected,UBS Consumption Indicator,0.84,,0.80
2011-10-25 01:00:00,EUR,Medium Impact Expected,German GfK Consumer Climate,5.3,5.1,5.2
2011-10-25 03:00:00,EUR,Low Impact Expected,Italian Retail Sales m/m,0.0%,0.1%,-0.1%
2011-10-25 03:30:00,GBP,High Impact Expected,Current Account,-2.0B,-9.7B,-4.1B
2011-10-25 03:30:00,GBP,Medium Impact Expected,High Street Lending,33.1K,36.3K,35.1K
2011-10-25 03:45:00,GBP,High Impact Expected,BOE Gov King Speaks,,,
2011-10-25 07:30:00,CAD,High Impact Expected,Core Retail Sales m/m,0.4%,0.4%,0.1%
2011-10-25 07:30:00,CAD,Medium Impact Expected,Retail Sales m/m,0.5%,0.4%,-0.5%
2011-10-25 08:00:00,CAD,High Impact Expected,BOC Rate Statement,,,
2011-10-25 08:00:00,CAD,High Impact Expected,Overnight Rate,1.00%,1.00%,1.00%
2011-10-25 08:00:00,EUR,Medium Impact Expected,Belgian NBB Business Climate,-10.4,-10.0,-9.4
2011-10-25 08:00:00,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,-3.8%,-3.6%,-4.2%
2011-10-25 08:59:00,USD,Low Impact Expected,Richmond Manufacturing Index,-6,2,-6
2011-10-25 09:00:00,USD,High Impact Expected,CB Consumer Confidence,39.8,46.1,46.4
2011-10-25 09:00:00,USD,Low Impact Expected,HPI m/m,-0.1%,0.1%,0.0%
2011-10-25 11:30:00,GBP,Medium Impact Expected,MPC Member Bean Speaks,,,
2011-10-25 18:50:00,JPY,Low Impact Expected,SPPI y/y,-0.1%,-0.4%,-0.3%
2011-10-25 19:00:00,NZD,High Impact Expected,ANZ Business Confidence,13.2,,30.3
2011-10-25 19:30:00,AUD,High Impact Expected,CPI q/q,0.6%,0.6%,0.9%
2011-10-25 19:30:00,AUD,Medium Impact Expected,Trimmed Mean CPI q/q,0.3%,0.7%,0.7%
2011-10-26 01:00:00,EUR,Low Impact Expected,German Import Prices m/m,0.6%,0.5%,-0.7%
2011-10-26 00:00:00,EUR,High Impact Expected,EU Economic Summit,,,
2011-10-26 05:00:00,GBP,Medium Impact Expected,CBI Industrial Order Expectations,-18,-8,-9
2011-10-26 07:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,1.7%,0.5%,-0.4%
2011-10-26 07:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,-0.8%,-0.7%,-0.1%
2011-10-26 09:00:00,USD,High Impact Expected,New Home Sales,313K,302K,296K
2011-10-26 09:30:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,
2011-10-26 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,4.7M,0.5M,-4.7M
2011-10-26 10:15:00,CAD,High Impact Expected,BOC Press Conference,,,
2011-10-26 13:00:00,GBP,Medium Impact Expected,MPC Member Posen Speaks,,,
2011-10-26 15:00:00,NZD,High Impact Expected,Official Cash Rate,2.50%,2.50%,2.50%
2011-10-26 15:00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,
2011-10-26 16:00:00,CAD,Medium Impact Expected,BOC Gov Carney Speaks,,,
2011-10-26 16:45:00,NZD,Medium Impact Expected,Trade Balance,-751M,-421M,-697M
2011-10-26 18:50:00,JPY,Medium Impact Expected,Retail Sales y/y,-1.2%,0.0%,-2.6%
2011-10-26 23:31:00,JPY,High Impact Expected,Monetary Policy Statement,,,
2011-10-26 23:31:00,JPY,High Impact Expected,Overnight Call Rate,<0.10%,<0.10%,<0.10%
2011-10-27 01:00:00,JPY,Medium Impact Expected,BOJ Outlook Report,,,
2011-10-27 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,0.0%,0.1%,0.1%
2011-10-27 02:16:00,JPY,High Impact Expected,BOJ Press Conference,,,
2011-10-27 03:00:00,EUR,Medium Impact Expected,M3 Money Supply y/y,3.1%,2.8%,2.7%
2011-10-27 03:00:00,EUR,Low Impact Expected,Private Loans y/y,2.5%,2.7%,2.5%
2011-10-27 05:00:00,GBP,Medium Impact Expected,CBI Realized Sales,-11,-15,-15
2011-10-27 07:30:00,USD,High Impact Expected,Advance GDP q/q,2.5%,2.4%,1.3%
2011-10-27 07:30:00,USD,High Impact Expected,Unemployment Claims,402K,400K,404K
2011-10-27 07:30:00,USD,Medium Impact Expected,Advance GDP Price Index q/q,2.5%,2.4%,2.5%
2011-10-27 09:00:00,USD,High Impact Expected,Pending Home Sales m/m,-4.6%,0.2%,-1.2%
2011-10-27 09:30:00,USD,Low Impact Expected,Natural Gas Storage,92B,88B,103B
2011-10-27 18:01:00,GBP,Medium Impact Expected,GfK Consumer Confidence,-32,-30,-30
2011-10-27 18:30:00,JPY,Medium Impact Expected,Household Spending y/y,-1.9%,-3.4%,-4.1%
2011-10-27 18:30:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,-0.4%,-0.4%,-0.1%
2011-10-27 18:30:00,JPY,Low Impact Expected,National Core CPI y/y,0.2%,0.2%,0.2%
2011-10-27 18:30:00,JPY,Low Impact Expected,Unemployment Rate,4.1%,4.5%,4.3%
2011-10-27 18:50:00,JPY,Medium Impact Expected,Prelim Industrial Production m/m,-4.0%,-2.0%,0.6%
2011-10-28 01:45:00,EUR,Medium Impact Expected,French Consumer Spending m/m,-0.5%,0.1%,0.2%
2011-10-28 02:00:00,EUR,Medium Impact Expected,Spanish Unemployment Rate,21.5%,21.0%,20.9%
2011-10-28 03:00:00,EUR,Low Impact Expected,Spanish Flash CPI y/y,3.0%,2.9%,3.1%
2011-10-28 03:10:00,EUR,Low Impact Expected,Retail PMI,50.2,,49.6
2011-10-28 04:21:00,EUR,Medium Impact Expected,Italian 10-y Bond Auction,6.06|1.3,,5.86|1.4
2011-10-28 04:30:00,CHF,High Impact Expected,KOF Economic Barometer,0.80,1.00,1.21
2011-10-28 07:30:00,USD,Medium Impact Expected,Core PCE Price Index m/m,0.0%,0.1%,0.2%
2011-10-28 07:30:00,USD,Medium Impact Expected,Employment Cost Index q/q,0.3%,0.6%,0.7%
2011-10-28 07:30:00,USD,Medium Impact Expected,Personal Spending m/m,0.6%,0.6%,0.2%
2011-10-28 07:30:00,USD,Low Impact Expected,Personal Income m/m,0.1%,0.4%,-0.1%
2011-10-28 08:55:00,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,60.9,58.1,57.5
2011-10-28 08:55:00,USD,Low Impact Expected,Revised UoM Inflation Expectations,3.2%,,3.2%
2011-10-29 21:00:00,CHF,Non-Economic,Daylight Saving Time Shift,,,
2011-10-29 21:00:00,EUR,Non-Economic,Daylight Saving Time Shift,,,
2011-10-29 21:00:00,GBP,Non-Economic,Daylight Saving Time Shift,,,
2011-10-30 16:45:00,NZD,High Impact Expected,Building Consents m/m,-17.1%,,16.6%
2011-10-30 18:15:00,JPY,Low Impact Expected,Final Manufacturing PMI,50.6,,49.3
2011-10-30 18:30:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.1%,,0.1%
2011-10-30 19:30:00,AUD,Medium Impact Expected,Private Sector Credit m/m,0.5%,0.2%,0.2%
2011-10-31 00:00:00,JPY,Low Impact Expected,Housing Starts y/y,-10.8%,8.3%,14.0%
2011-10-31 02:00:00,EUR,Medium Impact Expected,German Retail Sales m/m,0.4%,1.1%,-2.7%
2011-10-31 02:13:00,JPY,Medium Impact Expected,BOJ Gov Shirakawa Speaks,,,
2011-10-31 04:00:00,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,8.3%,7.9%,8.0%
2011-10-31 04:16:00,CHF,High Impact Expected,Retail Sales y/y,-0.9%,2.3%,-0.8%
2011-10-31 04:30:00,GBP,Medium Impact Expected,Net Lending to Individuals m/m,1.0B,0.9B,1.0B
2011-10-31 04:30:00,GBP,Low Impact Expected,M4 Money Supply m/m,-0.4%,0.3%,-0.4%
2011-10-31 04:30:00,GBP,Low Impact Expected,Mortgage Approvals,51K,51K,52K
2011-10-31 05:00:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,3.0%,2.9%,3.0%
2011-10-31 05:00:00,EUR,Medium Impact Expected,Unemployment Rate,10.2%,10.0%,10.1%
2011-10-31 05:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.6%,0.2%,0.0%
2011-10-31 07:30:00,CAD,High Impact Expected,GDP m/m,0.3%,0.2%,0.4%
2011-10-31 07:30:00,CAD,Medium Impact Expected,RMPI m/m,1.4%,-2.3%,-3.2%
2011-10-31 07:30:00,CAD,Low Impact Expected,IPPI m/m,0.4%,0.1%,0.4%
2011-10-31 08:45:00,USD,Medium Impact Expected,Chicago PMI,58.4,59.2,60.4
2011-10-31 16:45:00,NZD,High Impact Expected,Labor Cost Index q/q,0.5%,0.8%,0.5%
2011-10-31 17:23:00,AUD,Low Impact Expected,AIG Manufacturing Index,47.4,,42.3
2011-10-31 18:50:00,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
2011-10-31 19:00:00,AUD,Medium Impact Expected,HIA New Home Sales m/m,-3.5%,,1.1%
2011-10-31 19:00:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-3.5%,,-1.3%
2011-10-31 19:30:00,AUD,Medium Impact Expected,HPI q/q,-1.2%,-1.4%,-0.5%
2011-10-31 20:00:00,CNY,High Impact Expected,Manufacturing PMI,50.4,51.9,51.2
2011-10-31 20:30:00,JPY,Medium Impact Expected,Average Cash Earnings y/y,0.0%,-0.3%,-0.4%
2011-10-31 21:30:00,CNY,Medium Impact Expected,Caixin Manufacturing PMI,51.0,,51.1
2011-10-31 22:30:00,AUD,High Impact Expected,Cash Rate,4.50%,4.50%,4.75%
2011-10-31 22:30:00,AUD,High Impact Expected,RBA Rate Statement,,,
2011-10-31 22:45:00,JPY,Low Impact Expected,10-y Bond Auction,1.03|3.3,,1.00|3.2
2011-11-01 00:45:00,AUD,Medium Impact Expected,Commodity Prices y/y,19.4%,,21.9%
2011-11-01 00:00:00,EUR,Non-Economic,French Bank Holiday,,,
2011-11-01 00:00:00,EUR,Non-Economic,Italian Bank Holiday,,,
2011-11-01 02:00:00,GBP,High Impact Expected,Nationwide HPI m/m,0.4%,0.1%,0.1%
2011-11-01 03:30:00,CHF,Medium Impact Expected,Manufacturing PMI,46.9,47.8,48.2
2011-11-01 04:30:00,GBP,High Impact Expected,Manufacturing PMI,47.4,50.0,50.8
2011-11-01 04:30:00,GBP,High Impact Expected,Prelim GDP q/q,0.5%,0.4%,0.1%
2011-11-01 04:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.4%,1.4%,0.8%
2011-11-01 08:30:00,CAD,Low Impact Expected,Manufacturing PMI,53.7,,55.0
2011-11-01 08:30:00,NZD,Low Impact Expected,GDT Price Index,-1.8%,,2.5%
2011-11-01 09:00:00,CAD,High Impact Expected,BOC Gov Carney Speaks,,,
2011-11-01 09:00:00,USD,High Impact Expected,ISM Manufacturing PMI,50.8,52.1,51.6
2011-11-01 09:00:00,USD,Low Impact Expected,Construction Spending m/m,0.2%,0.4%,1.6%
2011-11-01 09:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,41.0,55.1,56.0
2011-11-01 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,13.3M,13.1M,13.1M
2011-11-01 18:50:00,JPY,Low Impact Expected,Monetary Base y/y,17.0%,17.3%,16.7%
2011-11-01 19:30:00,AUD,High Impact Expected,Building Approvals m/m,-13.6%,-4.5%,10.7%
2011-11-02 03:15:00,EUR,Medium Impact Expected,Spanish Manufacturing PMI,43.9,,43.7
2011-11-02 03:45:00,EUR,Medium Impact Expected,Italian Manufacturing PMI,43.3,47.3,48.3
2011-11-02 03:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,48.5,49.0,49.0
2011-11-02 03:55:00,EUR,Medium Impact Expected,German Unemployment Change,10K,-10K,-22K
2011-11-02 03:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,49.1,48.9,48.9
2011-11-02 04:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,47.1,47.3,47.3
2011-11-02 04:30:00,GBP,High Impact Expected,Construction PMI,53.9,50.1,50.1
2011-11-02 06:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,12.6%,,211.5%
2011-11-02 07:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,110K,102K,116K
2011-11-02 09:30:00,USD,Medium Impact Expected,Crude Oil Inventories,1.8M,1.4M,4.7M
2011-11-02 11:32:00,USD,High Impact Expected,FOMC Statement,,,
2011-11-02 11:32:00,USD,Medium Impact Expected,Federal Funds Rate,<0.25%,<0.25%,<0.25%
2011-11-02 13:00:00,USD,Medium Impact Expected,FOMC Economic Projections,,,
2011-11-02 13:15:00,USD,High Impact Expected,FOMC Press Conference,,,
2011-11-02 13:30:00,GBP,Medium Impact Expected,MPC Member Fisher Speaks,,,
2011-11-02 15:15:00,CAD,High Impact Expected,BOC Gov Carney Speaks,,,
2011-11-02 16:45:00,NZD,High Impact Expected,Employment Change q/q,0.2%,0.5%,0.1%
2011-11-02 16:45:00,NZD,High Impact Expected,Unemployment Rate,6.6%,6.4%,6.5%
2011-11-02 17:30:00,AUD,Medium Impact Expected,AIG Services Index,48.8,,50.3
2011-11-02 17:30:00,CAD,High Impact Expected,BOC Gov Carney Speaks,,,
2011-11-02 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2011-11-02 19:30:00,AUD,High Impact Expected,Retail Sales m/m,0.4%,0.5%,0.6%
2011-11-02 20:00:00,CNY,Low Impact Expected,Non-Manufacturing PMI,57.7,,59.3
2011-11-02 21:30:00,CNY,Low Impact Expected,Caixin Services PMI,54.1,,53.0
2011-11-03 00:00:00,All,Medium Impact Expected,G20 Meetings,,,
2011-11-03 03:00:00,EUR,Medium Impact Expected,Spanish Unemployment Change,134.2K,,95.8K
2011-11-03 04:30:00,GBP,High Impact Expected,Services PMI,51.3,51.9,52.9
2011-11-03 04:45:00,GBP,Medium Impact Expected,BOE Gov King Speaks,,,
2011-11-03 05:15:00,GBP,Medium Impact Expected,MPC Member Bean Speaks,,,
